Date,Name,Comment
25/09/2022,Jamie Windell,This would be an amazing feature!
22/02/2022,Teacaps,We also need this. I think this is an extremely important feature for any mid-range ecommerce business.
21/11/2020,Infinite Warehouse,This is a neccessity for our company. We gather 80% of our sales from customer invoices. We recently moved over from Wix because of expansion but also because we were falsly accused but we used and loved their invoice system.
