Date,Name,Comment
11/02/2021,Gill Steens,This would save a lot of time. I now have to unbind every item copy paste redo untill everything is binded again and then hope i didn't miss a thing.
06/09/2020,Alexander Eckhart,Come on guys! We need this! You can make it happen! :)
26/08/2020,Ben Drechsel,Yes please.
17/11/2017,Michael Wells,A much needed feature.  However you can sort of hack around this using Symbols.http://sygnal.com/blog/webflow-how-to-copy-bound-collections-between-pages
