Date,Name,Comment
31/05/2023,Ross Newton,Agreed this seems bizarre. Not sure why every page needs some key ahead of the _page part.
01/12/2022,Feathery Support,Agreed—would love to a clean intuitive and direct URL for page navigation and sharing.
