Date,Name,Comment
26/04/2022,Guest,Despite not being the cheapest or easiest platform to use Webflow does stand tall when it comes to design. You can customize all sorts without having to know code making it feel very advanced without feeling inaccessible. Templates are well-designed mobile optimized and cover a range of industries.
10/11/2021,Joseph Amato,This idea has already been posted https://wishlist.webflow.com/ideas/DESIGNER-I-13
