Date,Name,Comment
24/02/2023,Scott Bergman,Specifically for shops who only sell one thing. The add to cart button and the cart all together only serve to slow down the user and are unnecessary but we need them just to be able to remove an item. If we could do this from checkout it would eliminate our need for the cart.
31/03/2021,Sasha B,I cant believe this feature doesnt exist yet. I even tried copying remove button from Cart but gave an error
