Date,Name,Comment
26/06/2021,Oliver Dixon,You asked for a screenshot; I though this was really obvious. You need to enable Right-click here for actions.
25/06/2021,Webflow Admin,Thanks for your idea submission!
04/04/2020,Ezra Siton,Please add screenshot from figma or more details (No way to understand you idea).
