Date,Name,Comment
17/02/2023,Matt Woch,Please incorporate.
22/12/2021,Iskandar Bwefar,+1 Would love to see an option to disable or select an alternative interaction when triggered.
16/08/2021,Steven Garza,My background is in animation/motion design. Lotties triggers animation timelines etc in Webflow has opened up a world of opportunity but it would be even more awesome if I could trigger an audio file for instance when a Lottie triggers it's playback.
