Date,Name,Comment
10/08/2022,Jim OConnell,Definitely agree. It would be great to filter more that just name to search for an item in any column. Then sort the filtered list. I've run into this limit quite often.
29/03/2022,REE Development,This would be such a helpful upgrade! I created a work around but it adds time and complexity to my workflow.
24/05/2020,Sina R,Hey i'm running into this issue myself!
