Date,Name,Comment
22/06/2021,Guest,Export orders from WooCommerce with ease ( Excel/CSV/TSV/XML/JSON supported )  customer details (both shipping and billing); product attributes; coupon details  Button Preview works for Official DGCustomerFirst Survey all formats.  When exporting .csv containing european special characters  I want to open this csv in Excel without extra actions.
