Date,Name,Comment
02/09/2021,Christopher Travers,Please add a new variable option to the subject line field which would resolve all of this mayhem when receiving large volumes of Webflow form inbounds that get grouped together in gmail based on the fact that the subject line as no variability from submission to submission.
23/01/2017,Good Kind,Important feature for people dealing with hundreds of emails especially!
