Date,Name,Comment
22/01/2020,James Robert,I figure you could do this with Zapier (zapier.com). You can interface your web flow structure with email support and send it to whoever you need <a href='https://www.spazeapparels.com/screen-print-service'>high printing</a>
22/01/2020,Brenneisen Theiss Communications,I think you could do this with Zapier (zapier.com). You can connect your webflow form with an email service and send it to whoever you want
