Date,Name,Comment
09/05/2022,Brad Pickett,This is needed especially for single page rapid-purchase e-comm stores!!
30/11/2020,Arnel Bukva,E-commerce is new to webflow but this is still a annoying thing for customers to deal with. Checkouts should be fast and easy.
