Date,Name,Comment
24/04/2023,Duncan Hamra,Well said! I agree this would be a super handy feature
23/07/2022,Wenzel Massag,Would be great also if code could override them to use media querys to implement p3 colors on devices that support it — like all iPhones iPad and Macs.
