Date,Name,Comment
25/06/2021,Stephanie Mondello,The mobile preview in designer is not an accurate rendering. I have to use Google Inspect to get a better preview. Thanks.
21/06/2021,Webflow Admin,Hey! Your feedback is greatly appreciated! Is the mobile preview in the designer not providing you with the perspective you need? If not could you help us understand where it fails to do so? Thanks!
