Date,Name,Comment
01/12/2020,Muhammad Arizar,Yess Webflow must support designer from other world Please.
09/08/2020,Michael Viljoen,Yes please add this it is really needed as Stripe is not coming to Africa anytime soon and this would make a big difference to my business.
