Date,Name,Comment
06/02/2023,James Mouli,There are actually multiple plugins available for wordpress websites to minify the html code output but in order to minify the html with webflow websites you have to be careful.
16/12/2022,Karen Minasyan,Individual form fields validation is required by WCAG therefore it would be very handy to see this functionality in Webflow.
24/10/2022,Scott Bergman,I'd like for validation and autofill to occur for Ecommerce customers
