Date,Name,Comment
06/07/2021,Webflow Admin,Thank you for the clarification here!
29/06/2021,Dwayne Burgess,Yes by editor I mean 'staff accounts' that do not have access to the designer.  These user login to their website as 'editors' and view ecommerce orders via the webflow dashboard.  The customer details are not visible in this dashboard.
29/06/2021,Webflow Admin,Thank you for your submission!
