Date,Name,Comment
28/03/2023,Elias Hardt,Variable fonts have been implemented for a while; I think they just forgot to mark this idea as Shipped. https://university.webflow.com/lesson/variable-fonts
01/12/2022,Borislav Naumov,Any updates what is the status of this feature should we expect it anytime soon?
